Gene ID,RE:SN12C,RE:A498,RE:CAKI-1,RE:ACHN,RE:UO-31,RE:786-0,RE:RXF-393,RE:TK-10,ME:M14,ME:UACC-257,ME:SK-MEL-28,ME:UACC-62,ME:LOXIMVI,ME:SK-MEL-2,ME:MALME-3M,ME:SK-MEL-5,LC:NCI-H522,LC:NCI-H23,PR:DU-145,CO:HT29,CO:SW-620,CO:HCT-15,CO:COLO205,CO:KM12,CO:HCC-2998,BR:T-47D,BR:MCF7,LC:NCI-H322M,CO:HCT-116,LE:SR,LE:RPMI-8226,LE:K-562,LE:HL-60,LE:MOLT-4,LE:CCRF-CEM,OV:IGROV1,OV:OVCAR-4,OV:OVCAR-3,PR:PC-3,OV:OVCAR-5,OV:SK-OV-3,BR:MDA-N,BR:MDA-MB-435,BR:MCF7/ADF-RES,OV:OVCAR-8,LC:NCI-H226,LC:HOP-62,CNS:U251,CNS:SNB-19,BR:BT-549,CNS:SF-268,CNS:SF-539,BR:HS578T,CNS:SNB-75,CNS:SF-295,LC:EKVX,LC:A549/ATCC,LC:NCI-H460,BR:MDA-MB-231/ATCC,LC:HOP-92
GENE4103X,0.9271,-1.217,-0.6106,-1.227,0.2709,1.879,-1.531,-0.5306,-0.2091,-0.7306,0.002891,-0.6756,2.041,3.052,-0.9769,1.029,-1.018,-0.2406,0.3503,-0.5306,1.284,2.219,0.05137,-0.1969,0.15,4.67,1.023,0.2594,2.26,-0.2656,2.453,2.369,-0.2594,-0.4003,0.1419,-0.4859,0.004883,-0.4606,-0.0003125,0.4897,0.1144,-0.4394,0.2394,-1.137,-0.6785,-1.861,-1.138,-0.2606,-0.693,-1.249,2.629,0.7785,-0.1981,2.294,1.47,0.6494,-0.3888,,-3.222,4.589
GENE4104X,-0.006211,,-0.554,0.7398,0.1976,-0.774,-0.964,-0.514,-3.352,-0.514,-0.5005,-0.01898,,1.639,,-0.4043,0.008457,-0.474,-0.153,,-0.509,0.566,1.598,0.2998,0.6566,0.08625,,0.656,-0.7334,4.681,-0.4707,2.435,0.6373,2.836,-1.211,-1.239,1.202,-1.024,0.3563,-1.034,,1.937,3.526,-0.2999,0.8482,-1.594,0.3982,-0.04398,0.5337,-1.152,1.376,6.755,,,-0.1138,-0.244,0.04781,2.038,1.104,-0.01398
GENE4105X,0.3518,-0.1027,,,-1.604,-4.176,-3.106,-0.536,,-1.546,,,,0.5065,2.048,0.1037,,-3.416,-0.2751,-0.566,,,,2.088,6.355,,0.9273,-1.316,1.745,0.759,,-0.3166,,-0.6257,-0.8535,,-2.681,0.644,,,,-1.235,1.944,,0.4861,,0.7062,-4.266,1.782,8.376,,,,,,,,1.706,-3.658,0.164
GENE4106X,0.9678,0.3633,-0.64,0.3238,-0.2784,0.09,0.01,-0.14,-0.7285,0.5,-0.1465,0.765,0.5816,-0.3575,0.3538,-0.2603,0.03244,-0.14,-0.1091,-0.67,-0.7051,-0.07,0.422,-0.9062,1.781,-2.31,-0.7867,-0.66,0.2806,1.225,1.273,1.099,0.6113,0.1003,-0.0475,-0.1652,-0.4545,-1.77,-1.43,-0.04969,-0.725,-1.289,-1.26,-0.06594,-0.6179,-0.01,0.1522,0.18,1.538,-0.2181,1.04,0.7591,0.6525,-0.06506,0.2202,0.02,1.602,1.382,0.02813,1.01
GENE4107X,0.2719,0.7474,0.4941,-0.08211,-0.1243,-0.4659,-0.6459,0.8741,0.3057,2.174,-1.222,3.129,-1.534,0.4666,1.848,6.164,-0.3134,2.294,1.475,0.4541,-1.181,0.9641,0.8961,0.3379,1.385,-0.5456,-1.973,-0.1359,-0.08523,-1.121,-1.733,0.3635,-0.4346,-1.466,2.327,-0.4011,-0.6904,-0.6759,0.1445,0.9345,1.329,-0.8246,-0.9859,-0.2918,-0.7137,-0.4659,,-0.4859,0.6318,-0.174,0.3241,0.08324,-2.193,5.759,,2.144,3.616,,-0.5077,
GENE4108X,-1.194,0.7017,1.158,0.5322,0.98,0.8984,0.8684,-0.3016,0.2,-0.1616,0.252,0.9834,-0.99,-1.289,0.2622,-0.7419,0.2509,-0.9616,-0.08062,-1.212,-0.5966,0.3084,-0.04957,-0.1978,0.1491,-0.05133,-0.05828,0.08844,0.3091,-1.767,-1.408,-0.2422,-0.7803,-1.511,-0.7791,0.0232,-0.2261,0.4784,-1.761,-0.4013,0.2334,-0.1103,0.2684,-1.077,0.09059,0.7584,,0.3184,0.8161,-0.7997,0.3784,1.468,1.381,0.9134,-0.09133,0.1584,0.0002344,0.44,-0.9434,-0.8816
GENE4109X,-0.1725,-0.157,-0.01031,0.9434,0.3713,-0.1103,-0.6603,-0.05031,0.7112,0.02969,0.1432,-0.2153,0.7813,0.3422,0.5334,0.3394,0.4121,-0.1603,0.6706,-1.01,0.01463,0.2797,-0.3883,-0.9666,-0.2297,-1.36,-0.237,0.08969,0.4103,0.1747,-0.04703,-0.2509,0.5009,0.73,0.7522,-0.2055,1.615,1.68,0.01,-0.21,0.5347,0.6109,0.7497,-1.036,-0.3582,0.4697,-1.108,-0.4503,0.5873,-1.678,-1.01,-0.3312,-0.7478,-0.6154,-0.9501,0.2397,0.8015,0.8613,-0.1522,-0.8903
GENE410X,,-0.1827,0.2841,-0.03219,-2.164,0.7641,-0.1759,0.3941,-0.2644,0.7641,-1.622,-0.4809,-0.05438,2.807,0.7978,0.2637,0.7965,-0.2059,0.095,3.304,-0.261,0.4441,0.09605,-0.1722,0.4247,-0.2657,-0.08266,0.8041,-0.005312,,0.7873,0.9234,-0.5247,0.3144,1.817,0.7588,-0.2304,-2.246,-0.4956,0.6544,,0.005313,,0.2881,0.3662,0.1641,-0.8737,-0.1859,-0.2983,0.9759,-0.1459,-0.7368,,-0.511,,-0.1059,-0.8441,-3.514,0.9722,1.584
GENE4110X,-0.4016,-0.5961,1.221,3.394,1.522,1.321,0.1106,-0.3294,2.452,0.1806,2.464,1.556,1.472,0.3231,2.614,-0.07969,-1.427,-1.389,-1.738,-2.869,-1.104,-0.5694,-1.737,-0.7456,-0.9287,-0.4691,-1.706,-0.1594,-0.6987,-1.184,4.014,-0.99,2.492,3.401,2.663,-1.015,-2.004,0.7306,-0.6191,-0.3891,-2.254,1.922,1.761,-1.125,-0.4272,2.861,1.463,-2.399,-0.8017,0.8125,0.08063,3.87,1.043,1.596,0.6009,,-0.7676,,4.779,3.861
GENE4111X,1.412,0.5771,-0.4562,0.8875,-0.2846,0.07379,0.2838,-0.08621,-0.9447,0.7038,-0.3327,0.9788,0.08535,-0.5337,0.5975,-0.4665,0.1162,-0.2462,-0.1453,-0.5562,-1.211,-0.5862,0.05578,-0.4025,2.044,-3.456,-1.063,-0.9862,0.1644,1.409,1.237,1.063,0.645,-0.1559,-1.134,-0.2914,-0.2107,1.784,-1.466,-0.0559,-0.8812,-2.335,-2.066,-0.1921,-1.394,-0.09621,0.05598,0.4538,2.011,-0.2943,1.464,0.7629,0.9263,0.08873,0.394,-0.1362,2.166,1.845,1.012,1.614
GENE4112X,-0.3972,-0.6317,-0.775,-0.4212,-0.2634,-0.275,-0.405,0.775,1.247,0.755,1.849,1.74,-1.223,1.878,1.329,1.255,-0.4326,2.315,-0.5741,-0.475,1.57,0.065,1.777,1.949,1.126,-0.4748,-0.6617,1.595,1.236,-0.31,-0.1517,-0.8556,-1.814,-0.8447,-1.042,-0.2002,-0.7395,-0.805,-0.2047,0.4053,-1.44,1.476,2.065,0.5791,0.6171,0.255,-0.4728,0.425,0.5127,0.1769,-0.295,-0.5459,0.1675,0.7599,-0.6448,0.135,0.7368,0.4366,-0.6369,-0.065
GENE4113X,2.481,0.687,1.524,0.2774,2.215,0.2537,0.1037,0.03367,-1.375,-1.226,0.01719,-1.071,1.625,-0.8538,-0.6926,-0.3966,-0.8839,-0.03633,-1.155,0.05367,-0.8614,-0.4863,-1.764,0.2774,0.2343,-0.7761,-0.663,0.1237,-0.8157,-0.4213,-1.263,-0.827,-1.385,-1.196,-0.3438,-0.9716,0.3592,2.674,-0.946,-0.576,-0.9713,-0.6651,-0.01633,0.4977,2.056,3.554,1.106,1.954,1.671,0.3855,3.534,1.653,3.446,-1.911,1.164,-0.2663,0.9355,-1.175,3.252,2.284
GENE4114X,1.546,-0.2086,-0.2119,0.7019,0.5297,0.05813,0.3381,-0.08188,-0.3504,-0.6919,-0.4184,0.3531,-1.04,0.1406,0.05187,,0.04057,0.4081,-0.3309,,0.5631,0.01813,1.59,-0.01813,-0.05125,0.03836,-0.2186,-0.04188,-1.021,-0.7969,0.7714,0.5475,-0.5406,0.3584,-0.8094,-0.08711,-0.4264,-0.2719,-0.1916,-0.6816,0.5831,-0.02063,-0.2519,-0.1678,1.05,0.7181,,0.2181,0.04578,0.27,0.6581,-1.173,0.3206,-1.597,-1.252,-0.3819,2.06,,3.296,1.188
GENE4115X,0.7778,0.2933,-0.44,1.304,1.842,0.72,-5.73E-10,0.12,-0.5885,-0.75,-0.1965,1.385,1.012,-1.457,-0.02625,-0.8903,,0.33,-0.1491,-1.29,0.5249,-0.67,-0.138,-0.3262,0.08063,0.8402,0.5233,-0.95,0.5306,-0.325,,-0.2406,-1.169,-0.2897,-1.907,-0.7652,-0.07449,-1.29,1.02,0.5403,-0.745,-0.2687,-0.94,1.114,1.182,-0.39,0.6222,0.14,-0.07234,0.8719,0.92,,0.4925,0.07494,1.09,0.17,-0.4282,-0.9184,0.4381,0.09
GENE4116X,0.9009,1.136,-0.8969,-1.073,1.135,0.4531,-0.09688,-2.897,-0.05535,-0.2069,-0.2634,0.3081,0.01469,-1.254,-0.6631,-0.09719,-0.5344,-1.567,0.2641,0.8531,0.008066,0.2531,1.335,2.097,0.8738,1.243,0.2464,0.8131,0.3238,-1.652,-2.094,-2.247,-1.846,-1.807,-3.244,-1.672,0.1786,-1.517,-1.277,0.8134,0.1381,0.8244,1.153,-1.103,-2.345,-0.9969,0.5153,-0.9569,0.0007812,-1.485,0.6631,-4.608,0.8356,0.6981,1.003,1.263,,-1.575,-1.369,2.033
GENE4117X,-0.009336,-0.02383,-0.2671,-0.07336,0.3545,-0.1471,-0.3271,-0.8171,0.8044,0.2829,0.06641,0.6879,-0.09555,1.785,-0.7734,-0.6274,-0.2247,-0.1671,0.5438,0.5729,0.2778,0.09289,0.7949,0.3366,-0.02648,0.2531,1.096,-0.2471,-0.1165,-0.02211,,-0.3177,-1.306,1.363,0.8254,-0.5023,-0.0116,-0.03711,0.8532,0.1432,-0.1821,1.894,2.673,-0.593,-0.215,0.2829,1.535,-0.1971,0.09055,,-0.06711,0.122,-0.004609,0.3178,2.743,0.4629,0.004687,-1.166,-1.119,1.753
GENE4118X,0.3571,0.3527,0.09937,-0.006875,0.4209,-0.000625,0.7394,0.6894,0.2309,-0.8106,-0.2371,0.2344,0.1509,-0.5681,-1.347,-0.7309,-1.318,1.639,0.0003125,-0.5306,-1.936,-0.7206,-1.829,-1.287,-0.8,0.5796,-1.997,-0.8106,-0.86,-1.206,-0.2773,-1.821,-2.669,-2.6,-4.618,-0.7759,-0.7551,-0.9006,-0.07031,-0.04031,0.1744,-0.2494,0.1494,0.2634,1.112,1.469,0.1916,0.2894,0.777,0.5312,0.6094,1.058,1.792,1.214,1.35,0.1294,0.3912,0.1209,1.138,-0.2606
GENE4119X,-6.187,0.4185,1.675,-0.141,0.9068,1.145,1.485,-0.07477,1.127,0.3552,1.279,1.66,-3.023,-1.262,0.529,-1.055,-2.032,-2.075,-0.4438,-0.9848,-0.7898,0.4052,0.04723,-0.04102,-0.1441,0.3355,0.05852,-0.6048,0.5659,-4.6,-2.691,-0.4454,-1.314,-3.384,-3.702,0.04,-0.6593,0.07523,-3.614,-0.2145,-0.8698,0.2065,0.7052,-1.901,-1.493,0.1752,-0.9826,0.7152,1.243,-2.663,0.1152,2.214,2.398,2.02,0.4555,0.4152,-0.223,1.077,,
GENE411X,,0.1417,-0.01156,-0.9478,-1.31,0.02844,-0.03156,-0.6916,-1.93,0.2084,0.352,-0.09656,-0.14,,1.622,3.618,0.3209,0.2484,-0.3906,1.058,0.2534,-0.01156,-0.00957,-0.4578,-3.331,-0.3913,,-0.001563,-0.6909,-0.2966,0.01172,0.02781,-0.09031,0.3288,1.411,0.7932,0.5739,0.6184,-0.2512,0.6688,,0.3397,-0.5616,-0.2775,0.01059,2.148,1.951,0.2384,-0.2339,0.0003125,,-0.6625,1.471,-0.8666,,0.2584,-0.3798,-0.03,,
GENE4120X,2.452,0.9378,-0.1455,1.548,-0.4739,-0.6055,0.004531,-1.315,-0.003945,0.4745,0.568,0.2695,0.4561,0.267,0.5383,0.5942,-2.243,-1.675,-0.03453,-2.655,-2.681,-1.935,-1.253,-0.4017,-1.375,-1.285,-1.892,-1.505,-1.415,-1.38,-0.7022,-1.056,-0.6142,0.03484,0.107,-1.481,-0.69,-1.055,0.2548,1.515,0.7195,0.01578,0.08453,0.6086,0.05668,0.9445,0.2967,0.6045,0.8722,-2.034,0.6145,1.734,1.017,1.049,0.7048,-0.4555,1.156,-0.03391,-4.617,-0.9055
GENE4121X,1.095,1.331,-0.5223,1.591,1.449,1.138,0.1177,-0.7523,0.04918,-0.3723,-1.759,-0.8473,0.7192,-0.4798,-0.04859,0.2673,-1.82,-1.272,-0.5614,-0.6423,-1.467,0.9777,0.6996,1.431,1.328,-0.9121,0.7309,-1.012,-0.4417,0.3427,1.021,1.107,1.469,2.608,0.8702,-0.8876,-0.9368,0.2377,-0.812,-1.782,-1.067,-1.141,-0.5423,-0.3283,-1.43,0.3777,-0.4502,0.4677,0.4253,0.8595,-0.8323,2.517,0.2702,-0.4474,1.678,-0.4023,-0.7805,-0.1108,0.1358,1.108
GENE4122X,0.7145,0,-0.7433,0.4305,0.7083,0.07672,0.06672,-0.4433,0.9282,-0.2633,-0.4298,0.3817,-0.2417,0.1892,1.03,-0.2936,0.00916,-0.6433,-0.2523,,0.8017,0.3267,-0.1513,0.2005,0.1873,-0.06305,0.09,-0.1033,-0.6827,-0.3283,-2.06,-0.6939,-0.152,0.107,-0.1308,-0.5085,-0.6778,0.9367,-0.533,-0.533,-0.4983,0.518,0.2367,-0.1792,-0.6411,0.3367,-0.2711,0.2667,-1.286,-0.3114,0.4867,2.656,0.4592,0.4317,0.317,-2.173,-0.2815,1.018,0.9548,1.127
GENE4123X,0.962,-0.0525,-0.04578,0.628,0.3158,-0.05578,0.2542,-0.4858,0.005742,-0.4358,-1.372,-0.4108,1.266,-1.113,-0.332,-0.8161,0.1967,-0.5458,-0.06484,0.2142,0.1692,0.1842,-0.9238,-0.832,-0.3852,0.4845,0.3675,-0.05578,-0.1652,0.6292,-0.2125,0.8636,-0.4945,1.555,0.6667,0.309,1.51,1.784,-0.005469,-0.03547,1.339,-0.6245,-1.806,0.1583,0.05637,0.9142,0.1064,0.5842,-0.2281,-0.08391,0.1542,0.1933,0.02672,0.1692,-0.01555,0.06422,-0.184,-2.294,-0.05766,-0.01578
GENE4124X,,-0.403,-1.026,-0.8226,-1.475,-1.446,0.03367,0.3737,0.7552,-2.336,-0.03281,-0.6913,-0.7848,-0.9238,-1.023,3.363,0.8161,-0.07633,-0.1154,0.5937,0.4186,0.2037,0.9757,-0.1726,-0.3657,0.9739,0.887,-0.6463,0.7443,4.719,-0.673,0.393,0.1949,2.234,-0.05383,-0.4316,-0.1508,-0.4863,0.724,-0.356,,0.6349,0.3337,-0.05227,1.266,-0.3463,-0.4041,-0.03633,-0.5687,1.566,1.504,1.673,1.566,0.7586,,-0.2763,0.4955,,1.772,0.03367
GENE4125X,-0.5729,-0.4473,-0.9406,0.4331,-0.2791,-0.5406,-0.05063,-0.1006,-0.3291,1.009,1.123,0.4344,0.3109,-0.4581,0.3331,1.329,0.2018,0.6594,-0.7797,-0.4206,0.4443,0.05938,0.6314,0.3631,0.79,-1.87,0.4627,-0.7206,-0.01,1.024,0.7127,1.719,1.631,1.11,1.002,-0.06586,0.1249,0.3394,0.009688,-0.6503,-0.6756,1.001,0.7794,-0.02656,-0.7485,-0.4906,-0.3584,0.1094,-0.373,-0.05875,-1.601,-0.6415,-0.9681,-1.056,-0.7004,0.4094,0.3212,0.7909,-1.512,-1.191
GENE4126X,-1.649,-0.7134,-0.8766,-0.4429,0.07492,-0.9766,-0.6966,-0.9766,1.545,0.2634,0.6669,0.3284,-0.2051,0.08586,2.027,1.053,0.3658,0.6034,-0.4357,-4.287,0.4883,-0.1166,1.325,0.5971,0.424,-0.4764,1.737,-1.207,-0.02602,1.208,-0.01336,0.5027,0.4546,1.034,-1.454,-0.1119,1.429,0.4734,0.8437,-0.4763,-0.9016,1.315,1.323,-1.123,-0.5745,-0.2566,-0.2045,-0.5066,0.181,-0.2948,-0.1766,0.2725,-0.01414,0.6483,0.3636,0.01336,-0.2248,-0.2251,-0.3785,0.3234
GENE4127X,-0.1166,-0.8011,-0.2844,-0.02062,-0.6328,-0.5544,-0.3344,-0.5944,0.1371,-0.4144,-0.1309,-1.289,,-0.5919,-0.4506,0.4553,3.968,-0.004375,0.07656,0.7656,0.4406,0.2956,0.5676,-0.04063,-0.7238,0.1659,-0.5311,-0.2044,0.2162,-0.1994,1.879,0.005,0.05687,0.06594,0.02812,-0.4896,-0.3189,-0.3944,-0.2541,-0.3841,0.7606,0.8769,0.6356,0.1297,0.9478,-0.4344,0.9678,0.005625,0.6233,0.9175,-0.1644,0.1947,0.1481,,,0.1056,-0.3026,,1.084,-0.8744
GENE4128X,,0.5711,0.7178,0.9316,0.8394,0.4778,0.7178,0.9578,-0.06066,-3.752,-0.2187,0.7928,0.02937,0.6603,-3.128,2.257,-3.3,-1.432,0.2088,-1.162,1.033,-0.6922,-0.5602,0.1116,-0.3916,-0.732,-0.9389,-0.09219,0.8784,0.3228,-1.279,-2.973,-2.371,-3.732,,-0.7674,1.013,-0.8222,-0.1119,0.1981,-1.227,0.3691,0.6578,-0.9681,-0.43,-0.8622,-0.13,0.1778,0.5355,-0.03031,0.2178,1.997,0.7703,1.983,0.408,-0.8722,-1.35,-1.061,0.3459,2.488
GENE4129X,1.786,-0.5289,-0.5622,-0.4184,0.5894,0.1378,-0.8522,0.5878,0.5493,-0.3022,-0.6787,-0.9472,-0.2406,0.2103,0.2816,0.2875,-0.4697,-0.2322,0.2587,0.5878,-1.277,0.2778,0.4798,1.312,0.7484,0.868,0.1511,-0.07219,-0.2516,0.3528,-0.04891,0.2972,0.9191,0.7381,-0.1597,-0.3674,0.09332,-1.092,-1.032,-1.292,-0.9272,0.7191,0.4578,1.272,-0.21,-0.8222,-0.45,-0.9522,-0.6345,0.5897,-0.6122,1.427,-0.8197,-0.4872,-0.832,0.3078,-0.7904,0.04937,0.6459,0.8978
GENE412X,,3.973,0.4097,-0.7566,2.281,0.4497,2.16,-1.02,-1.839,0.2897,-1.787,-0.7153,0.7113,-0.7878,-0.7066,-1.501,-1.328,-1.1,2.021,-2.27,3.205,-0.2603,2.952,2.743,0.9703,-0.9801,-0.107,0.009687,-0.009687,-2.075,0.863,0.06906,0.8309,-0.69,-1.038,2.524,0.6152,-0.6003,1.59,5.39,,-1.279,,-0.5662,-1.328,0.06969,-0.7681,-0.05031,-1.873,-1.378,,-0.3612,,1.425,0.5199,4.43,4.071,,0.1578,0.09969
GENE4130X,,-0.4559,-0.5292,-0.4855,1.152,0.1208,0.2608,-0.09922,-0.2577,0.1608,-0.1057,0.1158,0.2223,0.3333,0.1245,0.3905,0.1232,1.821,-0.3883,2.011,-1.044,0.2008,-0.3872,-0.2355,0.02141,0.02102,-0.7459,0.2708,-1.389,-0.03422,-0.7359,0.06016,0.202,0.3711,0.08328,-0.5745,-0.07371,-1.189,0.01109,0.09109,-0.08422,0.222,-0.8492,0.1548,-0.04707,-0.5692,-2.557,-0.2792,-0.001563,-0.6373,0.7308,-0.3101,-2.187,3.516,-2.329,-0.6992,0.002578,,2.629,0.1008
GENE4131X,,0.9472,0.3439,-0.1723,,-0.2761,-0.02609,-2.596,-0.05457,-0.5061,-0.2226,0.6189,0.4255,1.626,0.8377,1.514,-0.2837,-0.006094,0.4148,0.4639,1.059,-0.2461,-0.7941,-0.3323,-0.4355,-0.1659,-0.7028,0.1939,0.004531,0.8389,0.2672,-0.9067,-0.3348,0.6242,,-0.4713,0.2494,-2.766,0.2342,0.4542,,-1.305,,0.08797,-0.9839,1.054,1.446,-0.08609,-1.108,0.3058,0.09391,0.04301,5.146,-0.05115,-0.6059,0.2739,-0.004297,,1.232,-0.6561
GENE4132X,1.032,-0.2422,-0.1255,-0.6917,-0.4539,-0.1555,-0.1355,-0.9055,0.06605,-0.06547,-0.122,0.4495,0.5161,-0.843,-1.132,0.7442,0.117,0.3545,-0.3845,0.4045,0.6695,0.2145,0.7165,0.4183,-0.1448,-0.9652,-0.9022,-0.2355,0.3652,0.4795,0.4478,1.814,0.9758,0.8648,0.407,-0.3407,0.15,-0.4555,0.2548,-1.325,-0.6305,0.1758,0.2345,-0.1214,-0.2933,0.1445,-0.1033,0.1645,-0.5378,0.4664,0.3945,1.604,1.167,-0.07053,-0.3152,-0.7955,-0.1337,-0.3939,0.7027,-0.2155
GENE4133X,0.6378,0.8333,-0.1,0.5938,0.3516,0.6,0.1,0.47,-0.3885,-1.64,-1.736,-1.485,1.322,-1.277,-1.616,-0.9503,0.1724,-0.18,-0.2791,-1.91,-0.6051,-0.53,-0.848,-0.00625,-0.6694,-0.9398,-2.357,0,-0.8594,-3.765,-2.887,0.2494,-1.669,-4.12,,0.2748,1.606,2.97E-08,1.63,-0.02969,0.885,-0.5887,-0.06,0.04406,0.8821,0.26,0.8422,0.47,0.2677,0.2519,-0.52,0.1891,0.7825,0.1649,-1.49,0.04,0.0618,-0.3784,0.5381,0.38
GENE4134X,3.152,2.337,2.824,1.948,0.2656,1.734,1.374,-0.2659,1.986,1.744,2.298,3.349,0.6956,2.417,2.148,0.3238,-2.143,-2.166,-1.685,-2.226,-2.501,-1.366,-2.404,-1.222,-1.455,-1.396,-1.063,-1.406,-1.225,-1.991,-0.6327,-1.057,-2.035,-1.936,-2.283,-1.461,-3.25,-2.126,-1.896,-1.646,-2.781,1.055,1.874,1.018,0.8762,3.774,1.346,1.904,2.892,1.796,1.674,3.623,4.207,3.899,3.194,-1.276,-0.8841,-1.074,-4.968,0.8441
GENE4135X,1.63,-0.4346,-0.7779,-0.6841,0.5137,0.3221,-0.7479,0.8621,0.5736,-0.2379,-0.6944,-0.9729,-0.2263,0.2846,0.2659,0.3418,-0.3554,-0.2679,0.343,0.2021,-1.343,0.4321,0.1941,1.406,0.8827,0.6323,0.6054,-0.1879,-0.1973,0.1771,0.03539,0.5815,0.8534,0.7324,-0.1754,-0.2731,0.2276,-0.8079,-1.018,-1.338,-0.8129,0.3034,0.4321,1.066,-0.03574,-0.4779,-0.2357,-1.428,-0.7302,0.674,-1.138,1.271,-0.4054,-0.7329,-0.6677,0.4221,-0.4761,-0.3763,0.2302,0.6421
GENE4136X,1.884,1.499,-1.244,0.1696,-2.023,2.036,0.8259,-1.564,3.687,0.4559,4.719,3.291,2.737,3.958,2.43,-2.534,-3.212,-2.554,0.8968,-2.124,0.0008008,-1.794,0.5579,-0.2504,-1.494,-3.004,-2.051,-1.624,-1.794,,-0.8709,-1.085,-1.723,-2.724,-2.902,-1.869,-1.149,0.3359,1.646,-0.2238,-2.799,3.587,4.326,-1.34,-1.242,-1.654,0.928,3.126,3.544,0.02773,1.216,3.105,1.868,3.861,1.606,0.3759,-1.082,-1.733,-7.906,3.276
GENE4137X,-0.7329,0.4226,0.4793,0.153,-0.4791,-0.1207,-0.0507,-0.1907,0.0008203,-0.9407,0.6628,-1.866,0.1109,0.7018,-0.05695,-0.571,0.8617,1.659,-0.7998,0.7593,0.4242,-0.7807,0.4913,0.843,-0.5601,-0.0004687,0.1826,-0.6307,0.8099,0.4343,-1.407,0.3087,0.2905,-0.1004,-0.9982,-0.8859,0.0548,1.679,-0.9704,0.4596,-0.2357,0.3005,0.6793,-0.7666,0.1414,1.039,-0.6885,-0.8607,-0.143,1.061,-1.291,1.468,-0.9482,-0.3458,0.7295,-0.8507,0.2711,0.5509,-0.04258,-0.5407
GENE4138X,4.883,2.628,1.795,2.639,3.387,2.145,2.545,2.935,-2.033,-1.585,-2.131,0.41,3.157,0.4675,0.7487,-1.285,-1.253,0.485,3.356,3.615,-1.84,-0.545,-1.993,-0.7613,-0.2544,-1.265,-2.572,3.445,-0.3844,-0.14,-1.522,1.614,-1.214,-2.075,,1.62,0.2305,-0.585,-0.9147,3.375,0.14,-1.754,-1.865,3.469,2.027,-0.875,1.897,-1.485,-1.467,-0.8031,1.925,-1.136,-0.4025,-1.13,-3.535,4.365,1.747,,5.383,5.665
GENE4139X,-1.047,0.8383,-0.295,0.4488,1.257,0.235,0.005,0.285,0.2065,-0.005,0.6585,-0.13,-0.1534,-1.092,1.419,-0.7953,0.6574,0.535,-0.2641,-3.035,-0.3301,-0.105,-1.183,-1.041,0.1656,0.4152,0.6583,-0.835,-2.824,0.6,-0.8417,-0.5456,0.02625,1.325,0.7375,-0.08023,0.4605,-0.535,0.4553,-0.3947,-0.72,0.3463,-0.495,0.4991,0.8071,-0.545,-0.5928,-0.005,1.463,-0.1931,-0.305,-0.0759,-0.7925,0.8199,1.825,-0.245,0.2968,0.05656,0.6131,1.065
GENE413X,-0.2966,-0.3011,-1.004,-0.3706,-0.6928,-0.1744,-0.2844,-0.5044,2.067,2.996,3.239,2.301,-0.6628,2.968,2.669,3.665,0.5681,-0.4144,0.3366,0.09563,-0.06943,-0.2044,1.088,,-0.6437,0.4959,0.1589,-0.5844,0.4162,-0.1394,-0.2611,0.855,0.1069,0.9659,0.3981,0.1204,0.5011,-0.1844,-0.004063,-0.2541,0.7506,3.347,3.766,-0.0003125,0.2378,-1.084,0.2878,-0.1044,-0.1367,-0.8925,-0.01437,-1.165,-0.1619,0.07057,0.4059,0.9156,-0.3926,-0.4628,-1.156,0.6456
GENE4140X,0.8441,-0.6304,-0.7037,0.6,0.7379,-0.3937,-0.6937,0.03629,0.3878,0.9163,0.5398,0.3113,-0.8021,-0.2412,1.01,1.706,0.4487,-0.8937,-0.6228,-0.2537,-0.8588,-1.354,-0.03172,-0.79,0.7369,0.6065,0.6496,0.3963,-0.4131,0.1713,0.8796,0.1457,-1.172,-0.5534,-1.241,0.3211,-0.2382,-0.1137,-1.093,-0.3034,-1.859,0.9275,0.7663,-0.03965,-0.3916,-0.1637,-0.4615,-0.2137,0.2839,1.368,-0.05371,1.445,0.2088,0.03123,0.9765,0.1163,-0.8919,-1.582,0.9944,0.08629
GENE4141X,0.1746,0.5402,-0.3131,0.2506,0.02844,-0.3131,-0.2031,-0.3931,0.1184,-1.393,-1.37,0.2419,1.338,-0.5906,-1.119,-0.2734,-2.111,-2.013,0.8378,-0.8331,1.272,-0.8231,1.859,-0.3594,-1.263,0.4371,-0.4198,-0.08313,-0.1725,0.4419,-0.2198,-0.06375,0.8781,3.217,2.309,-1.848,-0.5876,-0.6731,-0.3628,0.4772,0.01188,-0.01188,-0.09313,0.5309,0.379,0.5069,0.1191,0.4069,0.7645,1.079,0.4469,-0.214,0.3094,1.322,0.08711,-0.5231,-0.6513,-2.332,1.155,0.9069
GENE4142X,0.6462,-0.8083,-0.8416,-2.108,-1.07,-0.4916,0.2684,-0.6016,1.37,0.5384,2.582,2.453,-1.05,2.411,0.8722,-0.3219,-3.239,0.1284,1.469,-0.2016,1.873,-1.592,0.2504,-0.4478,0.07906,-0.9313,-0.4983,0.5384,-0.7109,-0.4166,-0.7383,-0.4722,-1.07,-2.021,-1.889,1.463,-0.7461,0.08844,1.239,0.3387,0.9434,1.13,1.538,-1.097,-0.07941,-0.2016,-0.9594,-0.6416,-2.104,2.41,-0.1016,1.318,2.481,2.903,-2.701,2.418,0.8402,0.5,0.1966,0.4284
